User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Orders,Amount,Product1,Cust_Address
2004584,Paige,G00287842,M,46-50,48,1,Andhra Pradesh,Southern,Healthcare,4,15242,NaN,NaN
2004584,Paige,G00287842,M,46-50,48,1,Delhi,Central,Healthcare,2,15242,NaN,NaN
2003464,Parth,G00328142,M,26-35,26,1,Karnataka,Southern,Aviation,2,15241,NaN,NaN
2005570,Sanjay,G00288042,F,26-35,30,1,Bihar,Eastern,Aviation,2,15240,NaN,NaN
2001496,Haushalter,G00108842,F,26-35,31,0,Haryana,Northern,Healthcare,4,15240,NaN,NaN
2003509,Garverick,G00002642,M,18-25,25,1,Maharashtra,Western,Automobile,2,15240,NaN,NaN
2002942,Christy,G00343042,M,51-55,54,1,Uttarakhand,Central,Media,2,15239,NaN,NaN
2005276,Eason,G00080342,M,26-35,26,0,Uttar Pradesh,Central,Chemical,2,15238,NaN,NaN
2004447,Ajay,G00226842,F,46-50,46,0,Madhya Pradesh,Central,Govt,1,15237,NaN,NaN
2004784,Tanvi,G00324642,M,36-45,44,0,Andhra Pradesh,Southern,Banking,4,15236,NaN,NaN
2003786,Parks,G00173742,M,26-35,28,0,Uttar Pradesh,Central,Chemical,2,15236,NaN,NaN
2001422,Patricia,G00138542,F,36-45,40,0,Uttar Pradesh,Central,Textile,4,15236,NaN,NaN
2005605,Bühler,G00324942,M,18-25,22,0,Maharashtra,Western,Retail,1,15235,NaN,NaN
2001119,Avish,G00014542,F,36-45,43,0,Uttar Pradesh,Central,Construction,4,15234,NaN,NaN
2004153,Heidel,G00078542,F,51-55,51,0,Uttar Pradesh,Central,IT Sector,4,15234,NaN,NaN
2005948,Lebron,G00307442,F,55+,70,0,Uttar Pradesh,Central,Banking,1,15234,NaN,NaN
2003391,Rose,G00195942,M,18-25,20,1,Jharkhand,Eastern,Lawyer,3,15233,NaN,NaN
2003807,Suman,G00057442,M,36-45,43,0,Maharashtra,Western,Hospitality,3,15232,NaN,NaN
2003823,Denise,G00259742,F,55+,78,0,Uttar Pradesh,Central,Healthcare,2,15232,NaN,NaN
2001011,Avni,G00005042,F,26-35,35,0,Delhi,Central,Retail,3,15231,NaN,NaN
2002383,Fuller,G00120942,M,26-35,30,1,Uttar Pradesh,Central,Hospitality,1,15230,NaN,NaN
2004802,Patil,G00246742,M,55+,64,0,Karnataka,Southern,Govt,1,15228,NaN,NaN
2001051,Aastha,G00216342,M,26-35,34,0,Bihar,Eastern,Banking,3,15227,NaN,NaN
2004849,Dhanraj,G00110942,M,18-25,24,0,Uttar Pradesh,Central,IT Sector,3,15227,NaN,NaN
2004979,Kennedy,G00217242,F,36-45,44,0,Uttar Pradesh,Central,Aviation,1,15227,NaN,NaN
2001156,Charika,G00252042,M,51-55,55,1,Delhi,Central,Chemical,1,15226,NaN,NaN
2003558,Irene,G00223842,F,18-25,20,1,Haryana,Northern,Banking,4,15226,NaN,NaN
2001331,Foulston,G00111442,F,46-50,48,0,Uttar Pradesh,Central,Banking,1,15225,NaN,NaN
2004508,Phonely,G00163442,F,26-35,27,1,Haryana,Northern,IT Sector,3,15223,NaN,NaN
2003469,Schoenberger,G00196742,F,46-50,47,1,Telangana,Southern,Healthcare,2,15223,NaN,NaN
2004611,Apoorv,G00156442,M,18-25,21,0,Madhya Pradesh,Central,Healthcare,2,15222,NaN,NaN
2005684,Mick,G00222242,F,18-25,24,0,Madhya Pradesh,Central,Govt,4,15221,NaN,NaN
2001496,Haushalter,G00233342,F,26-35,29,1,Uttar Pradesh,Central,Lawyer,1,15219,NaN,NaN
2003885,Swetha,G00174142,F,26-35,30,0,Madhya Pradesh,Central,Chemical,2,15218,NaN,NaN
2005831,Kalyca,G00090542,F,26-35,28,1,Rajasthan,Northern,Aviation,1,15218,NaN,NaN
2002483,Aarushi,G00313442,F,55+,66,0,Uttar Pradesh,Central,Retail,1,15218,NaN,NaN
2003409,DeCherney,G00034742,F,26-35,33,0,Madhya Pradesh,Central,Hospitality,4,15217,NaN,NaN
2004784,Tanvi,G00042842,M,36-45,39,0,Uttar Pradesh,Central,IT Sector,4,15216,NaN,NaN
2005420,Französisch,G00156842,F,0-17,13,0,Karnataka,Southern,Healthcare,1,15213,NaN,NaN
2003557,Craven,G00087442,F,18-25,24,1,Maharashtra,Western,Govt,3,15212,NaN,NaN
2006009,Aditya,G00034742,M,26-35,34,0,Rajasthan,Northern,Automobile,2,15212,NaN,NaN
2004940,Preis,G00247642,M,51-55,53,0,Madhya Pradesh,Central,Media,1,15209,NaN,NaN
2002165,Black,G00106042,F,26-35,35,1,Maharashtra,Western,Hospitality,3,15208,NaN,NaN
2000746,Uudhav,G00028542,M,18-25,24,1,Punjab,Northern,Aviation,1,15208,NaN,NaN
2006036,Halladay,G00178242,M,26-35,27,0,Uttar Pradesh,Central,Govt,4,15208,NaN,NaN
2002676,Jitesh,G00177942,F,55+,72,0,Haryana,Northern,Lawyer,2,15204,NaN,NaN
2003062,Currie,G00250242,F,18-25,22,0,Maharashtra,Western,Lawyer,3,15204,NaN,NaN
2001875,Kelly,G00240442,F,36-45,37,0,Maharashtra,Western,Automobile,2,15204,NaN,NaN
2000654,Bergman,G00279442,F,51-55,51,0,Uttar Pradesh,Central,Media,1,15204,NaN,NaN
2003856,Hallie,G00338442,M,36-45,38,0,Andhra Pradesh,Southern,Retail,3,15201,NaN,NaN
2002063,Shreyshi,G00245642,F,26-35,33,0,Karnataka,Southern,Hospitality,1,15201,NaN,NaN
2005313,Dorothy,G00335542,F,55+,79,0,Madhya Pradesh,Central,Hospitality,4,15201,NaN,NaN
2001543,Ankur,G00315642,F,26-35,28,0,Uttar Pradesh,Central,Govt,3,15201,NaN,NaN
2000272,Steele,G00136542,M,18-25,21,1,Andhra Pradesh,Southern,Lawyer,3,15199,NaN,NaN
2003958,Arsheen,G00154642,M,46-50,49,1,Madhya Pradesh,Central,Banking,1,15199,NaN,NaN
2002049,Ludwig,G00126442,M,51-55,51,0,Madhya Pradesh,Central,Aviation,1,15198,NaN,NaN
2003488,Maddox,G00129842,F,46-50,46,1,Maharashtra,Western,Healthcare,4,15198,NaN,NaN
2005826,Srishti,G00249642,F,18-25,20,0,Delhi,Central,Aviation,4,15197,NaN,NaN
2001457,Monisha,G00329442,F,26-35,33,0,Karnataka,Southern,Media,2,15197,NaN,NaN
2000062,Phonely,G00085642,M,36-45,40,1,Karnataka,Southern,Chemical,2,15197,NaN,NaN
2002668,Bühler,G00075942,M,26-35,33,0,Maharashtra,Western,Food Processing,2,15197,NaN,NaN
2004112,Mrunal,G00001042,F,46-50,48,1,Karnataka,Southern,Hospitality,4,15195,NaN,NaN
2005615,Ritu,G00084442,F,36-45,39,1,Uttar Pradesh,Central,Aviation,3,15195,NaN,NaN
2002866,Ausman,G00345842,F,26-35,28,1,Karnataka,Southern,Aviation,2,15192,NaN,NaN
2002820,Arpita,G00286342,M,36-45,43,1,Jharkhand,Eastern,Hospitality,1,15191,NaN,NaN
2002797,Cano,G00226242,M,26-35,27,0,Madhya Pradesh,Central,Aviation,4,15191,NaN,NaN
2001329,Linda,G00145042,F,18-25,20,0,Maharashtra,Western,Aviation,3,15191,NaN,NaN
2001501,Amol,G0096042,F,26-35,28,1,Karnataka,Southern,Healthcare,4,15190,NaN,NaN
2003475,Cousins,G00260142,F,26-35,34,1,Uttar Pradesh,Central,Lawyer,4,15190,NaN,NaN
2000509,Rohan,G00234842,F,26-35,30,0,Uttar Pradesh,Central,IT Sector,4,15189,NaN,NaN
2001473,Luxemburg,G00339842,F,26-35,34,0,Uttar Pradesh,Central,Automobile,3,15189,NaN,NaN
2003153,Praneet,G00303042,M,26-35,32,1,Himachal Pradesh,Northern,Hospitality,2,15188,NaN,NaN
2003153,Praneet,G00303042,M,26-35,32,1,Telangana,Southern,Hospitality,1,15188,NaN,NaN
2000010,Nishant,G00053842,M,36-45,45,0,Delhi,Central,Chemical,2,15187,NaN,NaN
2001990,Ballentine,G00253542,F,26-35,29,0,Uttar Pradesh,Central,Media,2,15187,NaN,NaN
2003779,Ionia,G00087242,M,46-50,50,0,Uttar Pradesh,Central,IT Sector,1,15187,NaN,NaN
2005029,Marc,G00324542,F,26-35,32,0,Uttar Pradesh,Central,Lawyer,2,15185,NaN,NaN
2003476,Lalita,G00266542,F,51-55,55,0,Uttar Pradesh,Central,Media,2,15185,NaN,NaN
2004312,Eaton,G00303142,F,26-35,27,1,Maharashtra,Western,IT Sector,1,15183,NaN,NaN
2001551,Darley,G00369742,F,26-35,32,1,Maharashtra,Western,Aviation,3,15182,NaN,NaN
2004774,Bixby,G00334242,F,46-50,48,1,Maharashtra,Western,Lawyer,3,15182,NaN,NaN
2002063,Shreyshi,G00180642,F,26-35,33,0,Delhi,Central,Banking,2,15181,NaN,NaN
2002652,Julie,G00285842,M,36-45,40,0,Maharashtra,Western,Healthcare,4,15181,NaN,NaN
2004312,Eaton,G00367342,F,26-35,27,1,Uttar Pradesh,Central,Aviation,4,15181,NaN,NaN
2001647,Norvell,G00320842,F,18-25,24,0,Bihar,Eastern,Aviation,4,15179,NaN,NaN
2003901,Paromita,G00352242,F,18-25,25,1,Karnataka,Southern,Hospitality,2,15179,NaN,NaN
2004013,Michelle,G00173042,F,26-35,31,0,Karnataka,Southern,Construction,2,15178,NaN,NaN
2003804,Sheetal,G00025442,F,26-35,29,0,Karnataka,Southern,Lawyer,3,15176,NaN,NaN
2001797,Akshata,G00210042,F,36-45,38,1,Delhi,Central,Aviation,4,15174,NaN,NaN
2000092,Gene,G00177242,M,18-25,21,0,Madhya Pradesh,Central,Govt,1,15173,NaN,NaN
2005837,Kunst,G00034442,F,26-35,28,1,Andhra Pradesh,Southern,Media,1,15171,NaN,NaN
2005255,Liston,G00304042,F,0-17,16,0,Uttar Pradesh,Central,Hospitality,2,15169,NaN,NaN
2002564,Adam,G00259942,M,36-45,39,0,Uttar Pradesh,Central,Healthcare,3,15168,NaN,NaN
2002922,Goranitis,G00248142,F,26-35,29,0,Maharashtra,Western,Hospitality,2,15166,NaN,NaN
2001278,Phalguni,G00199442,F,18-25,18,0,Delhi,Central,Aviation,1,15165,NaN,NaN
2003201,Sonal,G00195342,F,46-50,47,0,Delhi,Central,Hospitality,3,15165,NaN,NaN
2004140,Bertelson,G00193042,F,26-35,32,1,Andhra Pradesh,Southern,IT Sector,2,15164,NaN,NaN
2004444,Xylona,G00277642,M,26-35,26,0,Karnataka,Southern,IT Sector,1,15163,NaN,NaN
2004084,Tillman,G00229942,F,55+,80,0,Maharashtra,Western,Automobile,4,15163,NaN,NaN
2002870,Eric,G00048442,M,51-55,53,1,Maharashtra,Western,Chemical,1,15162,NaN,NaN
2002541,Elijah,G00052642,M,36-45,40,1,Kerala,Southern,Chemical,3,15161,NaN,NaN
2004958,Corey,G00184342,F,18-25,23,0,Karnataka,Southern,Govt,4,15160,NaN,NaN
2002334,Moumita,G00339842,M,55+,61,1,Telangana,Southern,Construction,1,15151,NaN,NaN
2003064,Reed,G00358442,F,36-45,41,1,Delhi,Central,Govt,4,15102,NaN,NaN
2001680,Vasudev,G00006942,M,26-35,26,1,Delhi,Central,Hospitality,1,14928,NaN,NaN
2000637,Lawera,G00113042,F,36-45,38,1,Delhi,Central,Banking,4,14893,NaN,NaN
2003346,Pete,G00052242,F,36-45,36,0,Delhi,Central,Hospitality,4,14759,NaN,NaN
2002063,Shreyshi,G00018642,F,26-35,27,1,Delhi,Central,Retail,3,14663,NaN,NaN
2002888,Corey-Lock,G00184942,F,26-35,31,0,Andhra Pradesh,Southern,IT Sector,2,14641,NaN,NaN
2003727,Baird,G00186342,F,36-45,39,0,Uttar Pradesh,Central,Hospitality,2,14640,NaN,NaN
2003331,Jaideep,G00154042,M,26-35,32,0,Himachal Pradesh,Northern,Healthcare,2,14627,NaN,NaN
2002334,Moumita,G00003442,M,55+,85,0,Uttar Pradesh,Central,Banking,4,14564,NaN,NaN
2003585,Kirti,G00213442,F,36-45,40,1,Andhra Pradesh,Southern,IT Sector,1,14325,NaN,NaN
2001470,Abhijeet,G00309742,F,18-25,20,0,Maharashtra,Western,Govt,2,14323,NaN,NaN
2001939,Gainer,G00111042,M,36-45,44,0,Karnataka,Southern,Hospitality,4,14255,NaN,NaN
2001150,Becky,G00112542,M,26-35,28,0,Punjab,Northern,Aviation,4,14187,NaN,NaN
2003533,Erin,G00039942,M,26-35,31,1,Andhra Pradesh,Southern,Lawyer,2,14160,NaN,NaN
2002526,Shreya,G00274242,F,55+,82,0,Andhra Pradesh,Southern,Media,1,14063,NaN,NaN
2001248,Calhoun,G00344242,M,36-45,36,0,Madhya Pradesh,Central,Aviation,1,13977,NaN,NaN
2003910,Rohan,G00249642,F,26-35,26,0,Andhra Pradesh,Southern,Construction,1,13963,NaN,NaN
2001941,Gopal,G00259142,M,36-45,26,1,Uttar Pradesh,Central,Lawyer,1,13867,NaN,NaN
2001202,Diwakar,G00277642,F,36-45,39,0,Andhra Pradesh,Southern,Food Processing,3,13832,NaN,NaN
2001050,Nishant,G00184842,F,26-35,30,0,Maharashtra,Western,Retail,4,13702,NaN,NaN
2003816,Eichhorn,G00177042,M,26-35,28,0,Gujarat,Western,IT Sector,3,13699,NaN,NaN
2000148,Rutuja,G00024742,F,51-55,51,0,Gujarat,Western,Govt,3,13675,NaN,NaN
2001978,Sathya,G00220242,F,0-17,12,0,Karnataka,Southern,Retail,3,13667,NaN,NaN
2002011,Brijesh,G00193542,M,36-45,44,0,Delhi,Central,Retail,3,13662,NaN,NaN
2000669,Jesslyn,G00051142,F,26-35,34,0,Maharashtra,Western,Media,3,13662,NaN,NaN
2005457,Andreadi,G00226342,F,18-25,25,1,Maharashtra,Western,Agriculture,2,13658,NaN,NaN
2005390,Naresj,G00221042,M,0-17,17,1,Uttar Pradesh,Central,Automobile,1,13655,NaN,NaN
2003024,Hildebrand,G00303942,F,36-45,45,1,Maharashtra,Western,Agriculture,4,13653,NaN,NaN
2000490,Lloyd,G00110742,F,0-17,16,1,Bihar,Eastern,Hospitality,4,13650,NaN,NaN
2004259,Vicky,G00340642,F,36-45,45,0,Karnataka,Southern,Hospitality,4,13647,NaN,NaN
2005475,Frank,G00284642,F,26-35,32,0,Haryana,Northern,Media,2,13624,NaN,NaN
2001550,Andrew,G00132042,F,18-25,24,0,Maharashtra,Western,Retail,2,13618,NaN,NaN
2000285,Tiffany,G00184442,M,36-45,44,1,Karnataka,Southern,Lawyer,4,13613,NaN,NaN
2002504,Murry,G00059742,F,26-35,34,1,Bihar,Eastern,Chemical,3,13610,NaN,NaN
2001920,Yash,G00215442,M,36-45,44,1,Delhi,Central,Media,4,13610,NaN,NaN
2001796,Wardle,G00087342,F,51-55,54,0,Karnataka,Southern,Healthcare,1,13609,NaN,NaN
2005394,Cari,G00033542,F,18-25,23,0,Andhra Pradesh,Southern,Textile,1,13608,NaN,NaN
2004422,Andreada,G00057542,F,26-35,32,0,Himachal Pradesh,Northern,IT Sector,3,13607,NaN,NaN
2001076,Armstrong,G00000142,M,26-35,34,1,Maharashtra,Western,Automobile,3,13598,NaN,NaN
2005851,Sakshi,G00031042,M,18-25,20,0,Maharashtra,Western,IT Sector,2,13583,NaN,NaN
2005536,Troy,G00261542,F,26-35,31,0,Uttar Pradesh,Central,Govt,1,13578,NaN,NaN
2005575,Medina,G00240442,F,36-45,44,0,Gujarat,Western,Lawyer,2,13576,NaN,NaN
2001667,Mane,G00132642,F,51-55,51,0,Bihar,Eastern,IT Sector,2,13575,NaN,NaN
2004104,Heather,G00087442,F,18-25,21,1,Maharashtra,Western,Chemical,3,13560,NaN,NaN
2006040,Pond,G00211242,F,26-35,27,0,Bihar,Eastern,Media,1,13557,NaN,NaN
2003402,Charlotte,G00090942,F,36-45,38,1,Maharashtra,Western,IT Sector,3,13556,NaN,NaN
2003771,Chirag,G00345542,F,26-35,31,0,Andhra Pradesh,Southern,Healthcare,2,13547,NaN,NaN
2002407,Kelly,G00088942,F,36-45,40,0,Bihar,Eastern,Healthcare,2,13546,NaN,NaN
2001466,Karandeep,G00237742,F,18-25,21,1,Maharashtra,Western,Aviation,2,13545,NaN,NaN
2000476,Manjiri,G00304142,F,36-45,45,0,Uttar Pradesh,Central,Textile,4,13545,NaN,NaN
2003775,Van,G00118742,F,36-45,39,0,Uttar Pradesh,Central,Banking,3,13536,NaN,NaN
2002180,Rahul,G00010942,F,26-35,30,0,Bihar,Eastern,Healthcare,1,13533,NaN,NaN
2002638,Damala,G00313542,F,26-35,34,0,Uttar Pradesh,Central,Healthcare,3,13528,NaN,NaN
2000802,Marley,G00010842,F,26-35,28,0,Himachal Pradesh,Northern,Textile,2,13527,NaN,NaN
2004328,Hilary,G00058642,F,51-55,55,1,Maharashtra,Western,Media,2,13522,NaN,NaN
2001540,Nelson,G00251242,F,46-50,48,1,Haryana,Northern,IT Sector,1,13520,NaN,NaN
2001088,Phan,G00332342,M,0-17,17,0,Maharashtra,Western,Retail,1,13515,NaN,NaN
2004854,Joe,G00117942,M,51-55,55,1,Andhra Pradesh,Southern,Hospitality,3,13501,NaN,NaN
2004021,Aishwarya,G00113342,F,51-55,54,1,Karnataka,Southern,Automobile,2,13498,NaN,NaN
2001978,Sathya,G00034742,M,0-17,14,0,Bihar,Eastern,Hospitality,3,13495,NaN,NaN
2004875,Ober,G00322542,F,36-45,45,1,Haryana,Northern,Hospitality,1,13493,NaN,NaN
2004472,Yogesh,G00085942,M,46-50,50,0,Uttar Pradesh,Central,Aviation,3,13488,NaN,NaN
2003808,Vishakha,G00042942,F,26-35,33,0,Uttar Pradesh,Central,Retail,3,13481,NaN,NaN
2003709,Phillip,G00028442,F,26-35,29,0,Karnataka,Southern,Lawyer,1,13480,NaN,NaN
2005540,Joseph,G00344042,F,36-45,45,1,Gujarat,Western,IT Sector,1,13467,NaN,NaN
2002018,Vittorini,G00036142,F,36-45,38,0,Uttar Pradesh,Central,Aviation,2,13466,NaN,NaN
2001889,Carl,G00157542,M,18-25,18,1,Karnataka,Southern,Textile,1,13465,NaN,NaN
2003773,Victoria,G00100942,F,36-45,45,0,Karnataka,Southern,Lawyer,2,13458,NaN,NaN
2005676,Bhutekar,G00112142,M,26-35,35,0,Delhi,Central,IT Sector,1,13455,NaN,NaN
2003327,Dilbeck,G00229742,F,18-25,25,1,Haryana,Northern,Hospitality,1,13455,NaN,NaN
2005753,Vernon,G00295942,F,18-25,21,1,Karnataka,Southern,Media,3,13453,NaN,NaN
2004220,Hughes,G00254242,F,36-45,41,0,Maharashtra,Western,Chemical,4,13430,NaN,NaN
2003992,Ross,G0095742,F,26-35,34,1,Andhra Pradesh,Southern,Lawyer,3,13429,NaN,NaN
2004905,Bremer,G00051442,M,46-50,46,1,Madhya Pradesh,Central,Aviation,1,13429,NaN,NaN
2005468,Kshitij,G00268842,F,26-35,35,1,Uttar Pradesh,Central,Aviation,4,13424,NaN,NaN
2004602,Valerie,G00138542,F,36-45,44,1,Uttar Pradesh,Central,IT Sector,2,13423,NaN,NaN
2002125,Noshiba,G00341342,F,36-45,42,0,Bihar,Eastern,IT Sector,3,13403,NaN,NaN
2004386,Kiran,G00178942,F,26-35,35,1,Gujarat,Western,Healthcare,2,13403,NaN,NaN
2004457,Kane,G00156042,F,36-45,37,0,Uttar Pradesh,Central,Hospitality,1,13403,NaN,NaN
2000998,Charles,G00370342,F,46-50,48,0,Bihar,Eastern,Textile,3,13400,NaN,NaN
2005005,Alice,G00026642,F,46-50,47,1,Haryana,Northern,Healthcare,3,13397,NaN,NaN
2003154,Clark,G00115542,M,26-35,33,0,Kerala,Southern,IT Sector,2,13396,NaN,NaN
2001797,Akshata,G00276042,F,36-45,41,0,Gujarat,Western,Govt,4,13393,NaN,NaN
2003562,Sonal,G00003242,M,26-35,34,1,Andhra Pradesh,Southern,Banking,2,13391,NaN,NaN
2002682,Ward,G0097342,F,18-25,23,0,Karnataka,Southern,Healthcare,3,13387,NaN,NaN
2003129,Palak,G00308342,F,26-35,27,0,Uttar Pradesh,Central,Healthcare,1,13383,NaN,NaN
2005777,Laura,G00113942,F,0-17,16,0,Gujarat,Western,IT Sector,2,13381,NaN,NaN
2001172,Astrea,G0099442,M,26-35,35,1,Madhya Pradesh,Central,Govt,1,13376,NaN,NaN
2001696,Brumfield,G00053542,F,36-45,45,0,Madhya Pradesh,Central,Healthcare,3,13371,NaN,NaN
2000033,Yaanvi,G00080342,F,46-50,48,1,Maharashtra,Western,Construction,1,13371,NaN,NaN
2005683,Yoseph,G00037242,M,18-25,20,0,Uttarakhand,Central,Textile,2,13367,NaN,NaN
2002666,Glantz,G00295742,F,46-50,47,1,Karnataka,Southern,Aviation,4,13354,NaN,NaN
2004810,Schnelling,G00029542,F,18-25,24,1,Himachal Pradesh,Northern,Food Processing,2,13351,NaN,NaN
2003242,Sneha,G00263042,F,51-55,55,0,Uttar Pradesh,Central,Banking,3,13348,NaN,NaN
2000131,Megha,G00188442,F,18-25,23,0,Haryana,Northern,Chemical,4,13345,NaN,NaN
2000200,Schwarz,G00032042,F,36-45,39,0,Himachal Pradesh,Northern,Construction,4,13338,NaN,NaN
2000331,Bhargav,G00112142,F,26-35,29,1,Maharashtra,Western,Agriculture,3,13337,NaN,NaN
2001958,MaryBeth,G00025042,M,26-35,32,0,Uttar Pradesh,Central,Healthcare,3,13334,NaN,NaN
2004058,Shaily,G00036342,F,26-35,28,1,Gujarat,Western,Construction,1,13329,NaN,NaN
2005332,Kendrick,G00338542,F,18-25,18,1,Uttar Pradesh,Central,IT Sector,2,13327,NaN,NaN
2003776,Shagiari,G00259142,M,26-35,31,1,Karnataka,Southern,Food Processing,2,13326,NaN,NaN
2003345,Jim,G00145042,F,26-35,30,0,Andhra Pradesh,Southern,Healthcare,2,13325,NaN,NaN
2004360,Tyler,G00190542,M,26-35,33,0,Delhi,Central,Retail,3,13322,NaN,NaN
2000934,Hagelstein,G00145642,M,36-45,37,0,Himachal Pradesh,Northern,Agriculture,1,13308,NaN,NaN
2004342,Subhashree,G00125942,F,26-35,31,0,Maharashtra,Western,Hospitality,1,13304,NaN,NaN
2006000,Weirich,G00126242,F,46-50,49,0,Maharashtra,Western,Healthcare,4,13297,NaN,NaN
2004681,Wallace,G00110042,M,36-45,36,1,Delhi,Central,Media,1,13292,NaN,NaN
2002590,Dave,G00123642,F,18-25,23,0,Madhya Pradesh,Central,Automobile,1,13291,NaN,NaN
2005455,Gillingham,G00248142,M,18-25,19,1,Rajasthan,Northern,Healthcare,1,13289,NaN,NaN
2005455,Gillingham,G00248142,M,18-25,19,1,Rajasthan,Northern,Healthcare,4,13289,NaN,NaN
2001593,Samiksha,G00294542,F,26-35,34,1,Maharashtra,Western,Healthcare,1,13286,NaN,NaN
2002089,Shagiari,G00059442,F,36-45,40,0,Himachal Pradesh,Northern,Construction,1,13284,NaN,NaN
2004568,Mark,G00279542,M,26-35,26,0,Andhra Pradesh,Southern,Hospitality,4,13282,NaN,NaN
2004625,Jackson,G00119442,F,26-35,27,0,Maharashtra,Western,Banking,1,13277,NaN,NaN
2002017,Wiener,G00146742,F,26-35,27,0,Uttar Pradesh,Central,Banking,3,13277,NaN,NaN
2004183,Meg,G00130842,F,26-35,27,0,Andhra Pradesh,Southern,IT Sector,2,13276,NaN,NaN
2004578,Atul,G00074042,F,26-35,30,0,Bihar,Eastern,Aviation,4,13272,NaN,NaN
2000550,Coakley,G00091142,F,46-50,50,1,Karnataka,Southern,Banking,1,13264,NaN,NaN
2004236,Federle,G00192042,M,26-35,29,1,Kerala,Southern,Banking,2,13263,NaN,NaN
2004441,Hunter,G00100742,F,18-25,22,0,Maharashtra,Western,Media,1,13263,NaN,NaN
2005046,Derr,G00324742,M,26-35,31,0,Delhi,Central,Agriculture,1,13260,NaN,NaN
2000476,Manjiri,G00011842,F,36-45,43,1,Haryana,Northern,Banking,3,13260,NaN,NaN
2004728,Larry,G00312842,F,26-35,28,1,Karnataka,Southern,IT Sector,2,13259,NaN,NaN
2003081,Kalyani,G00075442,F,26-35,30,0,Haryana,Northern,Media,1,13251,NaN,NaN
2003087,Phillina,G00034042,M,0-17,15,0,Uttar Pradesh,Central,Healthcare,2,13250,NaN,NaN
2003490,Gaurav,G00116042,F,26-35,30,1,Gujarat,Western,Media,4,13249,NaN,NaN
2005102,Doherty,G00303042,M,26-35,30,0,Madhya Pradesh,Central,Govt,4,13248,NaN,NaN
2004490,Adhvaita,G00159542,F,36-45,37,0,Madhya Pradesh,Central,Aviation,1,13245,NaN,NaN
2004940,Preis,G00258942,M,51-55,53,0,Maharashtra,Western,Media,4,13239,NaN,NaN
2004285,Bhishm,G00002042,F,36-45,38,0,Uttar Pradesh,Central,Banking,1,13235,NaN,NaN
2001736,Martinez,G00363242,F,55+,82,0,Karnataka,Southern,Aviation,3,13231,NaN,NaN
2003648,Amit,G00004542,F,18-25,25,1,Haryana,Northern,Food Processing,2,13228,NaN,NaN
2002611,Rachna,G00288342,F,26-35,28,0,Delhi,Central,Retail,2,13220,NaN,NaN
2001096,Joy,G00035242,F,0-17,16,1,Madhya Pradesh,Central,Banking,4,13218,NaN,NaN
2005126,Franz,G00173342,M,26-35,31,1,Maharashtra,Western,IT Sector,1,13215,NaN,NaN
2005543,Philisse,G00121642,M,26-35,35,1,Jharkhand,Eastern,Media,1,13213,NaN,NaN
2000531,Noel,G00110842,M,18-25,18,1,Karnataka,Southern,Healthcare,1,13212,NaN,NaN
2004904,Priyanshu,G00288442,F,51-55,54,0,Himachal Pradesh,Northern,Hospitality,3,13210,NaN,NaN
2000402,Karen,G00187442,F,26-35,30,0,Uttar Pradesh,Central,Govt,4,13206,NaN,NaN
2004713,David,G00164342,F,26-35,33,0,Madhya Pradesh,Central,IT Sector,1,13205,NaN,NaN
2000524,Ober,G00287242,F,18-25,22,1,Karnataka,Southern,Food Processing,4,13202,NaN,NaN
2002096,Nunn,G00196442,M,26-35,33,1,Haryana,Northern,Healthcare,1,13201,NaN,NaN
2004544,Odella,G00339042,F,55+,88,0,Karnataka,Southern,Agriculture,2,13201,NaN,NaN
2003658,John,G00199642,M,26-35,32,1,Uttar Pradesh,Central,Healthcare,4,13201,NaN,NaN
2005038,Trevino,G00028542,F,26-35,27,1,Karnataka,Southern,Aviation,3,13199,NaN,NaN
2003477,Deggeller,G00188442,M,51-55,53,0,Andhra Pradesh,Southern,Retail,2,13195,NaN,NaN
2002092,Shivangi,G00222242,F,55+,80,1,Maharashtra,Western,Agriculture,1,13195,NaN,NaN
2003224,Kushal,G00285642,M,26-35,30,1,Delhi,Central,Retail,3,13194,NaN,NaN
2004488,Arntzen,G00280442,F,36-45,39,1,Maharashtra,Western,Media,4,13186,NaN,NaN
2005273,Krutika,G00110842,F,55+,76,1,Karnataka,Southern,Healthcare,1,13184,NaN,NaN
2004899,Wasserman,G00121342,M,26-35,35,1,Delhi,Central,Banking,3,13183,NaN,NaN
2005457,Andreadi,G00161942,F,18-25,20,0,Bihar,Eastern,IT Sector,1,13176,NaN,NaN
2004682,Vishakha,G00250842,F,26-35,34,0,Himachal Pradesh,Northern,Food Processing,1,13168,NaN,NaN
2002335,Williamson,G00313542,F,51-55,53,0,Karnataka,Southern,Aviation,4,13162,NaN,NaN
2005025,Moren,G00316642,F,26-35,30,0,Jharkhand,Eastern,Food Processing,1,13158,NaN,NaN
2002532,Gaurav,G00120842,M,55+,77,1,Rajasthan,Northern,Retail,2,13158,NaN,NaN
2003312,Corey-Lock,G00248142,M,18-25,19,1,Uttar Pradesh,Central,Media,2,13156,NaN,NaN
2004674,Suman,G00220742,M,36-45,40,1,Bihar,Eastern,Govt,3,13151,NaN,NaN
2001015,Bharat,G00342742,F,36-45,40,1,Karnataka,Southern,Banking,1,13151,NaN,NaN
